department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
7,2,272,3,57.0,95.0,4,0,0
9,2,298,3,93.0,100.0,4,0,0
9,1,278,5,78.0,68.0,3,0,0
9,1,293,4,68.0,100.0,2,1,0
8,1,266,3,83.0,78.0,2,0,0
8,0,280,5,56.0,51.0,4,1,0
8,1,278,2,93.0,78.0,2,0,0
4,2,280,6,13.0,53.0,4,0,0
0,0,265,5,71.0,99.0,2,1,0
0,1,267,4,98.0,74.0,3,0,0
7,1,271,3,83.0,82.0,3,0,0
5,1,263,3,78.0,65.0,2,0,0
7,2,277,3,35.0,58.0,3,0,0
7,0,273,4,67.0,55.0,6,0,0
7,2,265,4,86.0,88.0,3,0,0
7,2,277,2,33.0,61.0,3,0,0
3,0,255,6,30.0,86.0,3,0,0
9,2,283,4,75.0,63.0,3,0,0
8,1,265,3,80.0,98.0,3,0,0
8,1,285,5,98.0,53.0,3,0,0
1,2,298,3,72.0,48.0,2,0,0
9,1,264,5,82.0,52.0,3,0,0
4,1,264,3,91.0,59.0,2,1,0
7,1,267,3,84.0,78.0,3,1,0
7,1,269,4,95.0,74.0,3,0,0
7,1,279,6,53.0,51.0,5,0,0
7,1,279,4,50.0,50.0,3,0,0
7,1,268,6,36.0,95.0,2,0,0
7,1,270,4,33.0,38.0,3,0,0
7,2,271,3,38.0,47.0,5,0,0
2,2,263,3,70.0,90.0,3,0,0
3,2,257,6,44.0,45.0,6,0,0
3,0,285,3,32.0,66.0,2,0,0
9,2,292,6,63.0,93.0,3,1,0
9,2,278,3,56.0,54.0,2,0,0
9,2,268,4,56.0,78.0,2,1,0
9,1,290,3,81.0,78.0,2,0,0
8,1,248,3,89.0,75.0,2,0,0
4,1,275,2,63.0,87.0,3,0,0
0,2,261,5,64.0,66.0,3,0,0
6,2,283,3,46.0,53.0,2,0,0
9,1,286,4,76.0,56.0,3,0,0
4,1,281,3,99.0,71.0,3,0,0
7,1,281,4,85.0,76.0,2,0,0
7,1,278,3,78.0,99.0,3,0,0
2,2,267,4,91.0,56.0,2,0,0
3,2,258,5,16.0,57.0,4,1,0
3,2,274,3,71.0,57.0,3,0,0
9,0,272,5,92.0,68.0,2,0,0
9,2,282,6,21.0,98.0,5,1,0
9,2,274,3,74.0,60.0,3,0,0
8,1,280,3,76.0,60.0,2,0,0
8,1,276,3,62.0,95.0,4,0,0
9,1,288,5,100.0,61.0,3,0,0
0,2,270,5,67.0,54.0,2,0,0
0,2,281,4,81.0,87.0,2,0,0
0,2,300,4,84.0,69.0,3,0,0
5,2,272,3,84.0,99.0,4,0,0
8,1,265,4,97.0,97.0,2,0,0
4,1,287,6,70.0,50.0,5,0,0
5,1,283,4,52.0,74.0,3,0,0
7,1,280,5,46.0,88.0,3,0,0
7,1,264,4,100.0,87.0,2,0,0
7,1,284,3,91.0,58.0,3,0,0
7,1,285,4,16.0,69.0,5,0,0
2,2,279,5,58.0,62.0,2,0,0
2,2,265,5,75.0,61.0,4,0,0
9,1,265,6,96.0,62.0,4,0,0
9,2,290,4,92.0,78.0,2,0,0
9,1,287,3,35.0,63.0,3,0,0
8,1,286,3,56.0,96.0,3,0,0
8,1,267,3,27.0,96.0,4,0,0
9,1,276,5,66.0,72.0,3,1,0
4,1,275,4,66.0,98.0,3,1,0
6,2,274,3,98.0,69.0,2,0,0
1,2,296,4,51.0,58.0,2,0,0
5,2,294,3,51.0,83.0,3,0,0
9,1,294,4,53.0,94.0,3,1,0
4,1,275,4,69.0,70.0,2,0,0
5,1,282,4,66.0,74.0,2,1,0
7,1,268,3,89.0,76.0,2,1,0
7,2,282,3,74.0,64.0,5,0,0
7,2,288,4,82.0,75.0,3,0,0
7,2,288,3,66.0,90.0,2,0,0
2,2,273,3,59.0,97.0,2,0,0
3,2,269,2,13.0,65.0,5,0,0
3,2,276,4,68.0,74.0,3,0,0
9,2,278,3,50.0,81.0,3,0,0
8,0,276,3,60.0,82.0,3,0,0
8,1,261,3,87.0,98.0,3,0,0
8,1,265,6,51.0,89.0,4,0,0
9,1,272,3,78.0,63.0,2,0,0
9,1,275,4,66.0,96.0,2,0,0
0,2,281,5,72.0,73.0,2,0,0
1,2,263,3,57.0,98.0,3,1,0
5,1,264,4,50.0,49.0,3,0,0
7,1,265,4,72.0,62.0,2,1,0
7,1,255,3,41.0,48.0,2,1,0
7,2,267,5,55.0,65.0,2,0,0
7,2,284,4,49.0,94.0,3,1,0
9,2,284,3,80.0,94.0,3,0,0
9,1,268,3,78.0,51.0,3,0,0
8,2,265,3,69.0,56.0,2,0,0
8,2,267,3,83.0,98.0,6,0,0
8,1,282,3,89.0,73.0,3,0,0
0,1,292,3,94.0,82.0,3,0,0
0,1,281,4,51.0,53.0,2,1,0
6,2,280,4,89.0,90.0,6,0,0
0,2,272,3,99.0,69.0,3,0,0
8,1,265,3,79.0,66.0,4,0,0
9,2,285,4,98.0,97.0,4,0,0
7,1,292,3,98.0,97.0,3,0,0
7,1,276,4,97.0,67.0,3,0,0
7,1,271,4,71.0,71.0,3,0,0
7,1,254,4,49.0,60.0,3,0,0
7,1,278,3,72.0,71.0,3,0,0
2,0,268,2,58.0,61.0,3,1,0
9,2,271,4,65.0,100.0,3,0,0
9,2,270,5,18.0,55.0,4,0,0
9,1,284,4,83.0,99.0,3,0,0
9,2,259,5,20.0,76.0,3,0,0
8,2,271,6,96.0,93.0,6,0,0
9,1,287,4,59.0,69.0,3,0,0
9,1,275,3,97.0,99.0,3,0,0
0,1,285,6,14.0,99.0,4,0,0
6,2,285,4,75.0,96.0,2,0,0
1,2,277,3,71.0,63.0,3,0,0
5,2,260,4,84.0,52.0,3,0,0
7,1,264,5,57.0,75.0,3,0,0
7,1,287,5,46.0,55.0,5,0,0
7,1,278,4,77.0,94.0,2,0,0
7,1,277,2,44.0,65.0,3,0,0
7,1,280,4,68.0,59.0,2,0,0
2,2,292,4,94.0,58.0,3,0,0
9,2,260,4,73.0,91.0,2,1,0
9,2,260,5,51.0,50.0,5,0,0
9,2,290,4,93.0,87.0,4,0,0
9,2,291,4,74.0,100.0,3,0,0
9,2,280,3,82.0,90.0,3,0,0
9,2,272,4,86.0,91.0,2,0,0
9,0,269,4,99.0,86.0,2,1,0
9,1,290,4,58.0,86.0,3,0,0
8,1,271,5,96.0,60.0,5,0,0
8,1,278,4,72.0,67.0,3,0,0
8,1,277,4,23.0,94.0,4,0,0
9,1,273,4,99.0,79.0,2,0,0
9,1,284,4,95.0,58.0,3,0,0
0,1,286,5,75.0,55.0,3,1,0
0,1,286,4,95.0,54.0,2,0,0
6,1,287,3,97.0,84.0,3,0,0
6,2,277,2,98.0,86.0,4,0,0
1,2,268,3,79.0,98.0,2,0,0
2,2,268,2,54.0,91.0,3,0,0
4,1,277,5,51.0,51.0,4,0,0
5,2,293,4,83.0,91.0,3,1,0
5,2,289,3,60.0,70.0,2,0,0
7,1,299,4,58.0,83.0,3,0,0
7,1,260,3,55.0,68.0,2,0,0
7,1,267,5,50.0,64.0,2,0,0
2,1,279,6,46.0,41.0,4,0,0
3,2,276,3,61.0,82.0,2,0,0
9,2,274,4,91.0,98.0,3,0,0
9,0,259,3,50.0,94.0,4,0,0
8,2,273,3,75.0,82.0,3,0,0
8,2,282,3,74.0,87.0,3,1,0
8,1,290,4,62.0,53.0,2,0,0
8,1,272,5,87.0,76.0,2,1,0
8,1,295,3,13.0,72.0,4,0,0
8,1,309,2,71.0,43.0,6,0,0
8,1,288,3,70.0,90.0,2,0,0
6,2,273,2,32.0,87.0,2,1,0
6,2,267,3,84.0,72.0,4,0,0
1,2,271,4,79.0,87.0,2,0,0
1,2,274,4,97.0,64.0,2,0,0
1,2,260,5,76.0,58.0,3,0,0
7,2,274,3,97.0,63.0,3,0,0
4,2,303,5,53.0,40.0,3,1,0
5,2,271,4,61.0,57.0,3,0,0
7,1,282,2,94.0,89.0,4,0,0
7,1,263,5,52.0,79.0,3,1,0
7,1,280,3,91.0,67.0,3,0,0
7,1,297,3,52.0,63.0,2,0,0
7,1,293,5,59.0,68.0,2,0,0
7,1,278,3,61.0,71.0,4,1,0
7,1,266,3,78.0,78.0,3,0,0
7,1,272,3,44.0,67.0,2,0,0
7,1,281,4,80.0,97.0,2,0,0
7,1,268,4,54.0,60.0,5,0,0
2,1,283,4,96.0,91.0,3,1,0
2,2,289,4,98.0,49.0,3,0,0
2,2,283,4,83.0,91.0,4,0,0
9,2,274,4,64.0,89.0,3,0,0
9,2,310,3,51.0,78.0,2,0,0
9,2,255,2,31.0,42.0,5,0,0
8,1,270,3,53.0,68.0,3,0,0
8,1,267,3,81.0,53.0,2,0,0
0,1,279,3,17.0,85.0,4,0,0
0,1,279,3,72.0,98.0,2,0,0
0,1,273,2,49.0,49.0,3,0,0
6,1,289,3,81.0,95.0,2,0,0
6,2,281,2,75.0,98.0,3,0,0
0,2,279,3,74.0,73.0,3,0,0
7,2,266,3,82.0,73.0,3,0,0
9,1,265,2,36.0,40.0,3,0,0
5,2,280,3,89.0,55.0,2,0,0
5,2,268,3,78.0,87.0,4,0,0
7,1,283,4,81.0,56.0,3,0,0
7,2,289,4,61.0,78.0,4,0,0
7,2,286,4,23.0,96.0,6,0,0
7,2,292,4,73.0,100.0,3,0,0
7,2,284,4,40.0,65.0,6,0,0
2,2,269,5,99.0,63.0,2,0,0
3,2,283,4,62.0,54.0,3,0,0
3,2,275,3,61.0,93.0,4,0,0
9,2,269,2,90.0,98.0,3,0,0
9,2,261,4,93.0,67.0,3,1,0
9,2,269,4,52.0,75.0,3,0,0
9,2,278,4,77.0,72.0,3,0,0
9,0,273,4,59.0,76.0,3,0,0
9,0,276,4,51.0,59.0,3,0,0
8,0,283,3,67.0,95.0,3,0,0
8,0,273,3,95.0,65.0,2,1,0
8,1,290,3,75.0,76.0,3,0,0
9,1,281,3,54.0,61.0,3,0,0
0,1,278,2,45.0,71.0,2,0,0
0,1,270,4,66.0,66.0,5,0,0
6,1,256,3,36.0,69.0,2,0,0
6,2,285,6,30.0,47.0,6,0,0
0,2,280,4,61.0,63.0,4,1,0
1,2,283,4,71.0,70.0,3,0,0
1,2,261,4,60.0,99.0,3,0,0
8,2,265,3,19.0,61.0,4,0,0
5,0,255,4,91.0,100.0,4,0,0
7,0,290,3,98.0,69.0,2,0,0
7,1,284,3,90.0,78.0,2,0,0
7,1,271,3,73.0,94.0,6,0,0
7,1,273,3,52.0,56.0,3,0,0
7,2,268,3,77.0,56.0,3,1,0
7,2,253,3,98.0,62.0,2,0,0
7,2,270,4,79.0,50.0,3,1,0
2,2,279,3,73.0,91.0,2,0,0
9,2,285,3,97.0,95.0,2,0,0
9,2,271,5,38.0,60.0,5,0,0
9,2,280,5,59.0,48.0,3,0,0
9,2,283,4,73.0,79.0,5,0,0
8,2,262,4,84.0,53.0,3,0,0
8,1,258,4,61.0,59.0,2,0,0
1,2,281,2,79.0,78.0,2,0,0
1,2,278,4,73.0,91.0,2,1,0
8,2,282,4,22.0,90.0,5,0,0
5,0,271,5,84.0,52.0,3,0,0
5,1,285,6,21.0,85.0,5,0,0
7,1,282,2,44.0,69.0,2,0,0
7,1,268,5,20.0,52.0,5,0,0
7,1,267,4,51.0,86.0,3,1,0
7,1,271,3,55.0,98.0,2,0,0
7,0,279,6,24.0,38.0,2,0,0
7,1,284,4,65.0,77.0,2,0,0
7,1,268,3,44.0,42.0,3,0,0
7,0,271,4,98.0,67.0,4,0,0
2,1,262,5,69.0,80.0,2,1,0
3,0,281,3,71.0,56.0,4,0,0
9,2,288,5,54.0,71.0,2,1,0
9,2,261,3,77.0,98.0,3,0,0
9,2,287,2,53.0,43.0,3,0,0
9,0,286,3,64.0,72.0,2,1,0
8,1,283,5,69.0,59.0,4,0,0
8,2,261,5,93.0,71.0,2,0,0
1,2,274,3,58.0,65.0,4,0,0
1,2,284,5,33.0,46.0,6,1,0
1,2,265,3,95.0,57.0,3,0,0
5,2,278,3,65.0,90.0,3,0,0
8,2,282,3,90.0,70.0,2,0,0
4,2,287,3,59.0,80.0,3,1,0
5,1,275,4,88.0,55.0,4,0,0
7,1,270,4,63.0,83.0,4,0,0
7,1,253,4,53.0,61.0,2,0,0
7,1,275,4,63.0,64.0,3,0,0
9,2,284,4,96.0,76.0,3,0,0
9,2,262,3,70.0,73.0,2,0,0
9,2,282,4,73.0,36.0,2,1,0
8,0,274,4,94.0,80.0,2,0,0
8,2,278,5,82.0,58.0,3,0,0
8,1,283,3,44.0,63.0,2,0,0
9,1,257,5,58.0,90.0,3,0,0
9,1,287,2,55.0,97.0,2,0,0
0,1,268,3,92.0,84.0,2,0,0
0,1,278,4,91.0,59.0,4,0,0
6,1,278,4,69.0,61.0,4,0,0
0,1,283,4,23.0,70.0,2,0,0
1,1,278,4,21.0,81.0,5,0,0
1,2,281,4,51.0,60.0,3,0,0
5,2,275,3,73.0,74.0,4,1,0
2,2,267,3,65.0,67.0,3,0,0
7,1,260,2,64.0,48.0,2,0,0
7,2,284,3,77.0,49.0,3,0,0
7,1,274,4,71.0,79.0,3,0,0
7,1,269,6,20.0,38.0,6,0,0
7,1,298,4,99.0,57.0,3,0,0
7,1,261,4,77.0,57.0,3,0,0
2,1,281,2,80.0,56.0,3,0,0
3,1,280,4,97.0,50.0,2,0,0
3,1,286,4,89.0,53.0,3,0,0
9,2,283,4,97.0,70.0,2,0,0
9,2,262,5,23.0,99.0,4,1,0
9,2,278,4,60.0,75.0,2,0,0
8,2,296,5,52.0,63.0,3,0,0
9,1,272,3,86.0,63.0,2,0,0
0,1,276,4,86.0,95.0,3,0,0
0,1,285,3,76.0,58.0,2,0,0
1,1,265,6,79.0,77.0,6,0,0
1,2,267,3,35.0,52.0,3,0,0
4,2,264,5,100.0,97.0,2,0,0
5,0,262,6,20.0,80.0,5,0,0
7,2,287,5,57.0,62.0,3,0,0
7,1,271,4,23.0,46.0,5,1,0
3,1,286,3,82.0,97.0,2,0,0
3,1,292,3,98.0,80.0,2,0,0
9,2,268,4,52.0,70.0,3,0,0
9,2,276,4,96.0,61.0,6,0,0
8,2,276,4,69.0,64.0,4,0,0
8,0,264,5,92.0,77.0,2,0,0
8,1,288,4,91.0,43.0,5,1,0
8,2,284,4,85.0,96.0,6,0,0
8,2,277,4,91.0,77.0,2,0,0
9,1,283,4,79.0,55.0,3,0,0
9,1,298,3,74.0,95.0,4,0,0
0,1,270,3,73.0,72.0,3,0,0
0,1,282,4,55.0,98.0,2,0,0
0,1,267,5,79.0,97.0,4,1,0
1,1,282,4,53.0,51.0,2,0,0
2,2,276,3,70.0,60.0,3,0,0
8,2,281,3,74.0,56.0,6,0,0
5,2,288,4,95.0,76.0,3,0,0
5,2,272,4,49.0,57.0,3,0,0
7,0,274,5,79.0,90.0,3,1,0
7,2,268,3,99.0,86.0,2,0,0
7,1,272,4,56.0,79.0,2,0,0
7,1,274,4,70.0,79.0,2,0,0
7,1,255,4,93.0,65.0,3,0,0
7,1,271,6,46.0,66.0,3,0,0
7,2,255,5,24.0,61.0,4,0,0
7,2,262,3,32.0,41.0,3,1,0
2,2,279,4,50.0,78.0,3,1,0
3,2,268,3,58.0,72.0,3,1,0
8,0,287,4,83.0,81.0,4,0,0
8,0,270,2,57.0,42.0,4,0,0
9,0,270,5,51.0,83.0,3,0,0
0,1,259,2,65.0,96.0,2,1,0
6,1,279,3,52.0,41.0,3,0,0
1,1,275,3,77.0,70.0,2,0,0
1,1,274,3,42.0,77.0,3,0,0
2,2,271,4,68.0,79.0,4,0,0
7,0,280,4,83.0,92.0,6,1,0
7,0,289,3,66.0,63.0,3,0,0
7,0,266,3,75.0,57.0,2,1,0
7,1,279,4,65.0,48.0,3,0,0
2,2,275,3,49.0,60.0,3,1,0
3,2,285,3,77.0,96.0,2,1,0
9,2,262,3,65.0,97.0,3,0,0
9,2,275,5,65.0,49.0,4,0,0
9,2,288,2,44.0,58.0,2,0,0
8,2,253,4,61.0,72.0,2,0,0
8,2,274,3,98.0,89.0,3,0,0
9,2,287,5,68.0,88.0,2,0,0
9,2,265,3,58.0,50.0,3,0,0
1,1,284,3,81.0,92.0,3,0,0
2,2,283,4,76.0,50.0,3,0,0
8,0,266,4,14.0,93.0,4,0,0
7,2,302,3,49.0,91.0,3,0,0
7,2,295,5,97.0,78.0,3,0,0
7,1,279,4,91.0,60.0,4,1,0
7,1,257,2,15.0,98.0,2,0,0
7,1,275,3,82.0,63.0,3,0,0
2,1,276,3,67.0,87.0,4,0,0
2,1,278,4,50.0,96.0,3,0,0
3,1,279,2,57.0,39.0,3,0,0
3,1,274,5,99.0,94.0,2,0,0
9,0,282,3,97.0,94.0,2,0,0
9,1,276,5,93.0,58.0,2,0,0
9,0,282,4,62.0,60.0,2,0,0
8,2,261,4,62.0,51.0,2,1,0
8,2,265,4,96.0,61.0,3,0,0
0,2,270,4,98.0,96.0,3,0,0
0,0,271,4,52.0,57.0,3,0,0
0,1,275,5,56.0,77.0,4,0,0
2,1,272,6,14.0,41.0,3,0,0
7,2,281,6,29.0,38.0,5,0,0
2,1,294,4,76.0,81.0,3,1,0
3,1,284,3,39.0,58.0,3,1,0
3,1,257,4,96.0,72.0,2,0,0
9,1,290,3,84.0,93.0,4,0,0
9,2,266,4,81.0,62.0,3,0,0
9,2,275,5,51.0,51.0,4,0,0
8,2,279,3,87.0,75.0,3,0,0
8,2,274,5,94.0,77.0,4,0,0
8,0,283,4,69.0,97.0,3,0,0
0,1,279,3,44.0,53.0,3,1,0
1,1,278,5,85.0,55.0,3,0,0
1,1,286,6,18.0,86.0,3,0,0
1,1,271,6,91.0,74.0,2,0,0
5,1,286,3,81.0,83.0,3,0,0
2,1,294,5,82.0,59.0,2,1,0
8,1,283,3,48.0,79.0,2,0,0
7,2,276,3,92.0,84.0,3,1,0
7,2,258,5,94.0,88.0,4,0,0
7,2,284,3,100.0,56.0,3,0,0
7,2,273,3,96.0,91.0,3,0,0
7,0,271,3,24.0,74.0,4,1,0
7,2,271,5,62.0,89.0,3,0,0
7,2,271,4,55.0,76.0,3,0,0
7,1,262,5,82.0,52.0,2,0,0
3,1,254,4,62.0,56.0,4,0,0
9,1,274,4,61.0,69.0,2,1,0
9,1,259,3,72.0,52.0,4,1,0
9,1,287,4,45.0,76.0,2,1,0
8,2,268,3,51.0,93.0,4,0,0
8,2,269,3,42.0,53.0,5,0,0
8,2,285,3,69.0,64.0,3,0,0
9,0,285,2,61.0,66.0,3,0,0
9,2,288,5,50.0,98.0,4,0,0
0,2,280,4,25.0,68.0,5,1,0
6,1,288,4,88.0,89.0,3,0,0
6,1,269,3,81.0,66.0,2,0,0
0,1,276,3,75.0,77.0,4,0,0
1,1,269,3,77.0,80.0,3,0,0
4,2,281,3,55.0,72.0,2,0,0
5,2,289,5,70.0,73.0,2,0,0
5,2,284,3,96.0,78.0,2,0,0
5,2,272,6,18.0,73.0,4,0,0
7,2,275,6,22.0,62.0,3,0,0
7,2,270,3,95.0,49.0,2,0,0
7,2,262,2,37.0,71.0,4,0,0
7,2,276,3,84.0,45.0,2,0,0
7,2,272,3,80.0,68.0,3,0,0
3,1,297,2,57.0,55.0,2,0,0
9,1,268,3,98.0,63.0,2,0,0
9,1,270,3,95.0,62.0,3,0,0
9,1,273,4,80.0,65.0,3,1,0
9,1,263,3,52.0,70.0,3,0,0
9,2,290,2,31.0,62.0,3,0,0
8,2,282,5,71.0,59.0,2,0,0
8,2,284,3,71.0,85.0,3,0,0
9,2,268,5,50.0,96.0,4,0,0
4,2,290,2,95.0,90.0,5,0,0
0,2,269,3,95.0,77.0,4,0,0
0,1,274,4,65.0,85.0,3,0,0
0,1,281,3,94.0,72.0,2,1,0
6,1,287,4,72.0,85.0,3,0,0
1,1,267,4,94.0,79.0,2,0,0
5,1,258,4,79.0,94.0,4,0,0
2,1,264,3,60.0,58.0,3,0,0
7,2,288,4,62.0,76.0,3,0,0
7,2,276,4,94.0,74.0,5,0,0
7,2,270,4,24.0,50.0,3,0,0
7,1,274,5,17.0,71.0,4,1,0
2,1,274,4,66.0,83.0,4,0,0
3,2,291,3,65.0,56.0,2,0,0
9,2,265,2,51.0,62.0,2,0,0
9,2,265,4,41.0,75.0,3,0,0
9,2,270,3,98.0,99.0,3,0,0
8,2,285,5,96.0,55.0,2,0,0
8,2,281,4,55.0,97.0,4,0,0
8,2,278,4,99.0,71.0,3,0,0
6,0,274,4,51.0,98.0,3,0,0
0,1,282,3,74.0,90.0,3,0,0
1,1,272,5,81.0,87.0,3,0,0
1,1,267,3,51.0,87.0,4,0,0
1,1,281,5,53.0,55.0,2,1,0
5,1,283,6,67.0,48.0,2,1,0
7,1,292,2,68.0,64.0,2,0,0
8,1,275,3,69.0,63.0,3,0,0
5,1,293,4,71.0,65.0,3,0,0
7,2,299,3,64.0,56.0,3,0,0
7,2,264,3,62.0,58.0,2,1,0
7,2,288,4,81.0,50.0,3,1,0
7,2,277,4,84.0,54.0,2,0,0
7,2,288,3,100.0,67.0,2,0,0
7,0,291,5,72.0,73.0,4,1,0
7,0,284,3,57.0,67.0,2,0,0
9,1,268,4,73.0,99.0,4,0,0
9,2,293,4,91.0,59.0,4,0,0
9,2,285,4,98.0,85.0,3,0,0
9,2,270,4,58.0,95.0,3,0,0
9,2,284,2,73.0,52.0,5,1,0
9,2,290,3,96.0,95.0,2,0,0
8,2,273,3,57.0,98.0,5,0,0
8,2,296,3,77.0,73.0,2,0,0
8,2,258,2,30.0,85.0,3,0,0
8,2,268,3,85.0,75.0,3,0,0
9,2,281,2,49.0,83.0,6,0,0
9,2,286,4,77.0,43.0,6,0,0
1,1,280,4,100.0,99.0,4,0,0
7,1,274,3,85.0,74.0,3,0,0
2,1,274,3,87.0,75.0,3,0,0
9,1,272,3,90.0,79.0,6,1,0
5,1,279,5,71.0,80.0,4,0,0
7,2,285,5,59.0,56.0,4,0,0
7,2,286,3,85.0,74.0,3,1,0
7,2,274,4,72.0,82.0,3,0,0
9,1,250,3,73.0,65.0,3,0,0
9,1,273,3,90.0,54.0,2,0,0
9,1,285,4,59.0,65.0,2,0,0
9,1,268,3,52.0,90.0,3,0,0
8,1,295,4,85.0,49.0,3,0,0
8,0,270,3,35.0,40.0,3,0,0
8,2,290,3,70.0,68.0,4,0,0
9,2,266,3,58.0,86.0,3,0,0
9,2,261,2,89.0,50.0,4,0,0
0,2,265,3,54.0,63.0,3,0,0
6,2,276,4,55.0,89.0,3,0,0
1,2,272,5,77.0,62.0,3,0,0
1,0,276,4,55.0,61.0,4,1,0
7,1,267,3,60.0,77.0,3,0,0
8,1,288,4,75.0,90.0,3,0,0
5,1,287,3,57.0,88.0,3,0,0
7,1,259,4,69.0,94.0,3,0,0
7,2,278,4,87.0,98.0,3,1,0
7,2,289,5,69.0,36.0,6,1,0
2,2,279,3,58.0,92.0,5,0,0
9,1,267,2,87.0,64.0,6,1,0
8,1,260,3,71.0,77.0,2,0,0
8,1,269,4,74.0,78.0,2,0,0
8,2,274,5,75.0,53.0,3,0,0
8,2,275,2,50.0,54.0,2,1,0
9,2,268,4,59.0,86.0,2,0,0
9,2,261,3,81.0,84.0,3,0,0
0,2,272,3,34.0,55.0,2,1,0
0,1,275,5,53.0,87.0,3,0,0
0,2,295,4,94.0,85.0,4,0,0
6,2,281,5,76.0,77.0,2,0,0
1,1,273,5,20.0,58.0,4,0,0
1,1,276,3,97.0,67.0,2,1,0
7,1,288,3,96.0,72.0,2,0,0
7,2,255,5,81.0,50.0,3,0,0
7,2,289,4,20.0,48.0,4,1,0
7,1,261,3,53.0,71.0,2,1,0
2,2,258,3,75.0,76.0,4,0,0
3,1,299,4,55.0,91.0,3,0,0
3,1,258,5,58.0,65.0,2,0,0
9,1,280,4,99.0,64.0,4,0,0
8,1,273,4,96.0,86.0,3,0,0
8,1,255,3,82.0,92.0,2,0,0
9,2,293,4,88.0,77.0,5,1,0
0,2,274,4,78.0,97.0,4,0,0
6,2,292,6,46.0,47.0,5,0,0
6,2,283,3,88.0,59.0,2,0,0
1,1,282,3,91.0,55.0,4,1,0
5,1,259,4,60.0,68.0,4,0,0
9,1,284,3,82.0,51.0,2,0,0
4,1,281,4,67.0,56.0,3,0,0
5,1,251,3,55.0,61.0,3,0,0
7,2,267,5,73.0,62.0,4,0,0
7,2,265,4,59.0,68.0,2,0,0
7,2,250,6,40.0,65.0,2,1,0
7,2,286,3,56.0,99.0,2,0,0
7,0,281,4,87.0,57.0,2,1,0
7,1,275,5,50.0,53.0,3,0,0
7,2,270,4,98.0,79.0,4,0,0
7,2,282,4,71.0,96.0,3,0,0
2,1,299,4,72.0,89.0,3,0,0
9,1,259,4,50.0,83.0,2,0,0
9,1,284,3,89.0,56.0,2,0,0
8,2,289,3,56.0,68.0,3,1,0
8,2,291,4,32.0,55.0,5,0,0
0,1,284,5,96.0,88.0,2,0,0
6,1,287,4,67.0,92.0,2,0,0
1,1,279,3,26.0,70.0,6,0,0
9,1,268,5,51.0,90.0,4,0,0
7,2,279,4,16.0,78.0,5,0,0
7,2,278,5,77.0,71.0,2,0,0
7,2,277,2,67.0,52.0,5,0,0
7,2,284,4,36.0,77.0,2,0,0
7,2,281,3,69.0,82.0,5,1,0
3,1,294,3,72.0,76.0,4,0,0
3,1,284,4,72.0,81.0,2,0,0
3,1,262,4,88.0,95.0,3,0,0
9,1,272,2,91.0,55.0,2,0,0
9,1,288,4,96.0,60.0,2,1,0
9,2,288,3,49.0,80.0,4,0,0
9,2,279,5,59.0,97.0,3,0,0
8,2,254,4,80.0,87.0,3,0,0
8,2,277,4,91.0,67.0,3,0,0
9,2,265,4,18.0,79.0,5,0,0
0,2,275,5,94.0,58.0,2,0,0
0,0,278,3,44.0,61.0,4,0,0
6,0,278,2,96.0,59.0,2,0,0
1,1,283,4,55.0,97.0,3,0,0
9,1,289,4,99.0,54.0,3,0,0
7,1,273,3,75.0,88.0,2,0,0
7,2,282,4,66.0,78.0,3,0,0
7,2,267,3,96.0,57.0,3,0,0
7,0,279,6,60.0,86.0,4,0,0
3,0,266,4,64.0,78.0,4,0,0
9,1,279,4,85.0,80.0,2,0,0
9,2,262,3,30.0,53.0,6,0,0
8,2,273,4,74.0,95.0,3,1,0
8,2,280,5,14.0,80.0,3,0,0
8,2,264,3,93.0,76.0,3,0,0
9,2,275,3,75.0,48.0,5,0,0
9,2,266,4,58.0,63.0,3,0,0
0,0,271,3,59.0,60.0,4,0,0
6,2,283,5,20.0,90.0,6,0,0
0,2,251,3,100.0,84.0,2,0,0
1,2,275,3,51.0,51.0,3,0,0
7,1,277,4,16.0,72.0,6,0,0
9,1,272,5,77.0,56.0,4,0,0
5,1,285,2,61.0,47.0,3,0,0
5,0,264,3,73.0,51.0,2,0,0
7,1,292,4,52.0,85.0,3,0,0
7,2,274,4,13.0,72.0,3,0,0
7,0,285,3,73.0,62.0,3,0,0
3,1,264,2,39.0,68.0,3,1,0
9,1,278,3,92.0,80.0,4,0,0
9,1,290,5,34.0,78.0,4,0,0
8,1,292,4,94.0,51.0,2,1,0
8,1,266,4,82.0,65.0,3,0,0
8,0,289,4,26.0,69.0,3,1,0
8,0,267,4,78.0,53.0,2,0,0
9,2,268,4,61.0,95.0,2,0,0
6,1,269,3,50.0,53.0,2,1,0
6,2,279,4,52.0,96.0,3,0,0
1,2,285,4,89.0,79.0,3,0,0
5,0,288,4,85.0,52.0,2,0,0
9,0,264,4,62.0,86.0,3,0,0
4,1,278,2,38.0,67.0,3,0,0
5,0,292,2,55.0,49.0,5,1,0
7,1,282,4,83.0,84.0,3,0,0
7,1,250,3,62.0,65.0,3,0,0
7,1,263,3,60.0,54.0,3,1,0
7,2,268,4,62.0,50.0,3,1,0
7,2,271,5,23.0,88.0,3,0,0
7,2,284,6,13.0,74.0,4,1,0
7,2,283,4,96.0,63.0,4,0,0
